suggestionId,body,author,link,title,category,votes,timestamp
(93532,Love the Gingerbread Latte but really miss the bits of ginger. They add a lot of flavor and make your beverage unique compared to those from other folks like Peet's and Seattle's Best.\n,Ironman6\n,http://mystarbucksidea.force.com/ideaview?id=087500000005hfVAAQ,Bring back the Ginger bits in the Gingerbread Latte!,Coffee+%26+Espresso+Drinks,-40,1/6/2010 11:04 AM)
(93533,I love Starbucks coffee and especially look forward to the Christmas Blend each December.  This time around I was really disappointed as the coffee did not have the same bold taste that is signature with Starbucks coffees.  Did it change or is it me?\n,Slew\n,http://mystarbucksidea.force.com/ideaview?id=087500000005hfaAAA,Did you change the Christmas Blend?,Coffee+%26+Espresso+Drinks,0,1/6/2010 11:05 AM)
(93534,"ok so we have the normal java chip frappuccino on the menu but they have failed to open up the java chip because who doesn't like chocolate chuncks melt in your mouth as your sipping at you drink? so I say for the good of others who want a little more flavor in there java chips we should get mint java chip frappuccino, orange java chip frappuccino, cherry java chip frappuccino, white chocolate java chip frappuccino, and truffle java chip frappuccino on the menu. Java chips can have there own place on the menu and everyone can have their fav flavors with there chocolate javas!\n",d8ad52c9-0b46-4a43-9177-b8d59bf74367\n,http://mystarbucksidea.force.com/ideaview?id=087500000005hg4AAA,new on the menu,Coffee+%26+Espresso+Drinks,-20,1/6/2010 11:57 AM)
(93535,"I had this idea before and was told it would be \""ridiculously\"" expensive and that I should taste it and then have them make it right if it's not right. The problem with this is twofold: if they knew how to make it right they would have already and, I don't care how customer-friendly management is, it isn't often that the store clerks are friendly about having to remake a drink. And, who wants to make the line of customers already waiting wait even longer so MY drink can be made \""just right?\""\n",mamamiacher\n,http://mystarbucksidea.force.com/ideaview?id=087500000005eHRAAY,Have a machine make the soy chais to get them right,Coffee+%26+Espresso+Drinks,0,12/8/2009 11:20 AM)
(95430,"I choose not to go to Starbucks because you don't offer a dairy-free or soy-free option. I only come to the store with friends or if I don't have other options, and then I'm forced to drink soy milk. Almond milk sells off the shelves at the grocery store like crazy so I don't understand why you wouldn't offer it? I don't think you would have any trouble selling it. Please consider offering almond milk! \n",calcal89\n,http://mystarbucksidea.force.com/ideaview?id=08750000000ImguAAC,Almond milk,Coffee+%26+Espresso+Drinks,80,4/24/2013 2:18 PM)
(95431,"I would love to be able to have a choice of unsweetened Almond, unsweetened Coconut or unsweetened Rice Milk when ordering my beverage at no additional cost.Tully's has already provided these alternatives for quite some time and it is a popular choice. Starbucks would increase their customer base and be further active in promoting good health for our country. Thank you for your consideration.\n",smartiesgirl\n,http://mystarbucksidea.force.com/ideaview?id=08750000000IoUHAA0,Dairy Alternatives,Coffee+%26+Espresso+Drinks,-90,5/13/2013 12:10 PM)
(95432,As a side add like half and half or blended into drinks. \n,queenflyer\n,http://mystarbucksidea.force.com/ideaview?id=08750000000IoCSAA0,Serve unsweetened vanilla almond and/or coconut milk PLEASE!!,Coffee+%26+Espresso+Drinks,-50,5/9/2013 3:16 PM)
(95433,Help those of us who are dieting or are lactose intolerant by giving us alternative milk options for free!  \n,NYCDIVA\n,http://mystarbucksidea.force.com/ideaview?id=08750000000IjpPAAS,Offer Soy or Almond milk free of charge,Coffee+%26+Espresso+Drinks,-20,4/5/2013 11:46 AM)
(95434,"Almond milk! I am a partner and I cannot drink dairy or soy! There are so many like myself, please hear us!\n",jaclyn_pug\n,http://mystarbucksidea.force.com/ideaview?id=08750000000IlzRAAS,Non dairy options,Coffee+%26+Espresso+Drinks,-70,4/18/2013 11:02 PM)
(95435,"Hi,\n\nI would to recommend a written or P.O.S. board that shows the different flavor selections that are available. It would allow a greater ability to experiment as well as increase sales for added cost of shots of flavor. I often want to change it upn this would allow a greater opportunity.\n\nI hope you consider.\n",bigjamdaddy\n,http://mystarbucksidea.force.com/ideaview?id=08750000000IqigAAC,Flavor Listing.,Coffee+%26+Espresso+Drinks,0,6/7/2013 10:59 AM)
(95436,"Coffee grown without clearcutting the forest to make room for the farm is my choice. This \""shade grown\"" coffee preserves the tree canopies as precious habitat for migrating songbirds, many of whom are threatened. True, it's less efficient than clearcutting all the trees and putting in nothing but coffee plants, but I am willing to pay extra for coffee grown in this manner. I would like to see Starbuck's actively promote such products.\n",tinahrfi\n,http://mystarbucksidea.force.com/ideaview?id=08750000000IjmzAAC,shade grown coffee,Coffee+%26+Espresso+Drinks,50,4/5/2013 10:53 AM)
(95437,How about a latte drink with orange and chocolate?  It would taste like the chocolate covered orange sticks that you can purchase in specialty candy shops.\n,trkraha\n,http://mystarbucksidea.force.com/ideaview?id=08750000000IjsJAAS,Sunrise Burst latte,Coffee+%26+Espresso+Drinks,60,4/5/2013 11:54 AM)
(95438,"I would LOVE to see Starbucks offer a lactose free milk option. I love getting specialtly coffees, but have to go to other coffee shops that offer lactose free options. PLEASE get lactose free!!! :)\n",LisetteWannem\n,http://mystarbucksidea.force.com/ideaview?id=08750000000IjrfAAC,Lactose Free Milk,Coffee+%26+Espresso+Drinks,120,4/5/2013 11:51 AM)
(95439,Since you have regular pepperment syrup all year why can't you have sugar free pepperment all year also? Both me and my daughter are diabetic and can't have the regular syrup. Having the sugar free version would be a great service for your loyal diabetic customers.\n,rphailey\n,http://mystarbucksidea.force.com/ideaview?id=08750000000IgIcAAK,Sugar free peppermint syrup,Coffee+%26+Espresso+Drinks,20,3/2/2013 12:26 PM)
(95440,"I was visiting my family and my brother bought me a cherry mocha. It was very delicious and I was surprised that my favorite coffee shop, Starbucks, has not intoduced this drink to its devotees. Please add cherry flavoring as an option for mochas and lattes. Thank you\n",MsmileyD\n,http://mystarbucksidea.force.com/ideaview?id=08750000000IoyRAAS,Cherry mocha frappacino or hot drink,Coffee+%26+Espresso+Drinks,80,5/19/2013 1:05 PM)
(95441,"\n	I have just learned that my syrup upgrade will no longer be a part of my Gold card benefits. I seriously think this is a mistake. I realize that any change in benefits will produce anxiety and will not be liked, and I am reading many posted comments expresssing displeasure over this change by not allowing syrup/soy upgrades anymore as a part of the Gold card benfits.\n\n	I have been a loyal Starbucks customer for years and my Gold card has been well used. When I signed up, free upgrades was a Gold card benefit I valued. SO why not honor those continuing Gold card members by continuing the agreement, and go ahead and make the change with new Gold card members? I realize this is a database issue, but it may also be a marketing mistake by not honoring continuing Gold card member benefits stated when we signed up.\n\n",fpalmer321\n,http://mystarbucksidea.force.com/ideaview?id=08750000000IRmcAAG,Grandfather Gold Card soy/syrup upgrades,Coffee+%26+Espresso+Drinks,2690,10/18/2012 8:44 AM)
(95442,"\nWhile I appreciate and love Starbucks classic holiday drinks, I think it is a shame that we are not seeing the development of new recipes and enhancements on old favorites. All of the peppermint holiday drinks, for example, could have a crushed peppermint candy topping (similar to the Carmel Brulee topping) instead of just the dark chocolate curls that is limited only to the dark peppermint mocha. Since the Tiramisu Cake Pops are so popular, take it a step further and develop a Tiramisu espresso drink! Create a Rocky Road Hot Chocolate with the dark mocha sauce and hazelnut syrup with a marshmallow and crushed nut topping. Even better, develop a Smores Hot Chocolate with the dark mocha sauce and gingerbread syrup with a marshmallow and a crushed graham cracker topping. Or how about a Mexican Hot Chocolate recipe? Yum! And for all of the ice tea drinkers out there, please come out with peach syrup.\n",dgamag2\n,http://mystarbucksidea.force.com/ideaview?id=08750000000Hmd5AAC,"New drinks, please!",Coffee+%26+Espresso+Drinks,-120,11/17/2011 6:47 AM)
(95443,"STARBUCKS, you have so many loyal fans! Please reward us and encourageyour customers to keep coming backby using Frequent Buyer Cards. Buy 10 get the next \""on the house\"".\n",MzMoe63\n,http://mystarbucksidea.force.com/ideaview?id=08750000000HlmkAAC,Starbucks Frequent Buyer Card,Coffee+%26+Espresso+Drinks,-160,11/10/2011 11:39 AM)
(95444,I love Pumpkin spice lattes but they have so many calories. This would be amazing. \n,pumpkinlover97\n,http://mystarbucksidea.force.com/ideaview?id=08750000000IouUAAS,Skinny Pumpkin Syrup,Coffee+%26+Espresso+Drinks,110,5/18/2013 10:49 AM)
(95445,Please consider providing sugar free raspberry syrup. \n,Ruthy\n,http://mystarbucksidea.force.com/ideaview?id=087500000004S61AAE,sugar free raspberry syrup,Coffee+%26+Espresso+Drinks,300,4/4/2008 8:52 AM)
(95446,Decaf Iced Coffee in stores would be great! I love having an iced coffee at the end of my work day but dont want the caffeine.\n,sullygirl\n,http://mystarbucksidea.force.com/ideaview?id=08750000000IE0aAAG,Iced Coffee Decaf,Coffee+%26+Espresso+Drinks,750,8/20/2012 6:07 PM)
(95447,Valencia Orange were great in frappucinos and lattes...Cherry mochas and just plain cherry were absolutely cheery and nothing better than a Coconut frappucino on a hot summer day. Please Please Please!!\n,marbux\n,http://mystarbucksidea.force.com/ideaview?id=08750000000IkCJAA0,Older Flavors,Coffee+%26+Espresso+Drinks,70,4/5/2013 3:56 PM)
(97533,"Thanksgiving blend is among my favorite Starbucks flavors. It's a shame that here it is 2 weeks before Thanksgiving and it is no longer available at any of the stores I normally frequent. Every year it's the same thing. The blend comes out just after Halloween and is gone by Veteran's Day. Sometimes replaced with Christmas blend, sometimes not. Can you please keep Thanksgiving blend brewing through Thanksgving and perhaps through the weekend after?\nThanks,\n",sdpetrarca\n,http://mystarbucksidea.force.com/ideaview?id=08750000000JBbIAAW,Thanksgiving Blend,Coffee+%26+Espresso+Drinks,450,11/14/2013 7:05 AM)
(97534,"I would like to see more options for sugar free syrups as well as having all of them available all year long. I love the skinny peppermint mocha but can only get it in the winter so that is limiting. I also would like to have any of the other flavorsyou offerto be available in a sugar free option as well so I would have a better variety with my drinks. This would also be beneficial for those that have issues with having sugar, such as diabetics.\n",katko\n,http://mystarbucksidea.force.com/ideaview?id=08750000000JCoNAAW,More skinny flavors available all year long,Coffee+%26+Espresso+Drinks,200,11/20/2013 6:35 PM)
(97535,"How about a milk chocolate mocha?  I worked at starbucks for 7 years, and I'm pretty sure that the mocha used for beverages was dark chocolate.  How about a milk chocolate mocha option?  I love milk chocolate....and I think it would be a great option for chocolate lovers!\n",r_m_p\n,http://mystarbucksidea.force.com/ideaview?id=0875000000050a1AAA,Milk Chocolate Mocha,Coffee+%26+Espresso+Drinks,20,8/7/2008 12:09 PM)
(97536,We look forward to Thanksgiving blend every year as it is our favorite blend. Why is it only brewed for 2 weeks? Now Christmas blend being offered and we still have 2 weeks until Thanksgiving. Can we have it for longer than 2 weeks? Maybe the whole month of November?\n\n,DecafDiva0702\n,http://mystarbucksidea.force.com/ideaview?id=08750000000JBuFAAW,What happened to Thanksgiving blend?,Coffee+%26+Espresso+Drinks,390,11/15/2013 10:03 PM)
(97537,Christmas VIA Decaf\n,Packerfan1966\n,http://mystarbucksidea.force.com/ideaview?id=08750000000JO9lAAG,Have Christmas Blen VIA in Decaf.,Coffee+%26+Espresso+Drinks,-20,11/22/2013 6:18 AM)
(97538,"Pumpkin Spice Light = nonfat milk, 2 pumps pumkin spice, 1 splenda, non fat whip (this recipe can be used for Creme Brulee Lattes, Gingerbread, etc.\n\nPeppermint Mocha Light - nonfat milk, 2 pumps chocolate, 1 pump peppermint, nonfat whip\n\n\n",Sneffi\n,http://mystarbucksidea.force.com/ideaview?id=08750000000JDK5AAO,Lower Calorie Seasonal Espresso Drinks,Coffee+%26+Espresso+Drinks,250,11/20/2013 7:25 PM)
(97539,What a great way to celebrate the beginning of the weekend! 1/2 off drinks from 3-5 for all gold card members. \n,ashleyaf\n,http://mystarbucksidea.force.com/ideaview?id=08750000000JKU1AAO,Friday Happy Hour for Gold Card Members,Coffee+%26+Espresso+Drinks,180,11/21/2013 9:34 AM)
(97540,The check out area looks like 7-Eleven.  There is way to many impule buy items jammed into that tiny space. Clean up some of that junky looking stuff and consumers might actually see it to buy it. \n,Taco\n,http://mystarbucksidea.force.com/ideaview?id=087500000004G1aAAE,Clean up the clutter!,Merchandise+%26+Music,40,3/20/2008 12:58 PM)
(97541,"NUMBER 1:greeting cards is a simple idea which if you understand why your clients goes to starbucks in the first place is to communicate and treat themselves to a place of refuge. You are not going after the same customer that McDonalds goes after or Dunkin Donuts attracts in the same way that holiday inn attracts a different customer than the four seasons.  NUMBER 2: try this analogy, are you in the coffee business or the community business?  is your local movie theatre in the movie business or the concession business? Coffee may just be the bi-product of why you exist.NUMBER 3: Paper goods and lids with all the paper goods you go through ever thought about owning your own paper company (keeping it green of course) \n",xpressoh\n,http://mystarbucksidea.force.com/ideaview?id=087500000004G1HAAU,communication business,Merchandise+%26+Music,20,3/20/2008 1:02 PM)
(97542,I love and use a travel  mug everyday but don't enjoy hand washing them at the end of the day.  Please find travel mug that can stand-up to dishwashers. \n,tahiti\n,http://mystarbucksidea.force.com/ideaview?id=087500000004FxyAAE,Dishwasher Safe Travel Mugs,Merchandise+%26+Music,80,3/20/2008 12:47 PM)
(97543,"A 'letterboxing for wimps' kit.Letterboxing - you look up clues online somewhere to find a letterbox kit - basically it has a rubber stamp and a stampbook in it.  'Hunters' find the box, leave an imprint of their personal stamp on the book inside and stamp the box's stamp on their personal book, giving them a passport-like record of their adventures.Starbucks could sell a kit that lets us create a personal stamp, and each local store would have its own box with a unique stamp in it.  And then give a little printout of some real nearby boxes for hunters to go find.I say 'for wimps' because the real ones usually require finding it somewhere - following clues or hiking in some park. \n",its_okay\n,http://mystarbucksidea.force.com/ideaview?id=087500000004FvrAAE,A 'letterboxing for wimps' kit.,Merchandise+%26+Music,10,3/20/2008 12:41 PM)
(97544,"Create a CD listening bar with headphones where people could take their drink, sit down, and hear the latest music - all tracks instead of just one song from one CD. Stock the store with those featured CD's for purchase. \n",Terra75\n,http://mystarbucksidea.force.com/ideaview?id=087500000004FsTAAU,CD Listening Bar,Merchandise+%26+Music,40,3/20/2008 12:29 PM)
(97545,What if ont he first day of each month those int he rewards program got a free CD of their choice? \n,HotAlt\n,http://mystarbucksidea.force.com/ideaview?id=087500000004FrkAAE,Free HEAR Music CD each month,Merchandise+%26+Music,-10,3/20/2008 12:27 PM)
(97546,"How about to share copies from te local newspaper, here in mexico city they sell it, but in some parts like Saltillo Coahuila, they borrow a copy from the local newspaper Vanguardia. making a partnership with the local newspapers to have copies in each establishment. \n",jctorres\n,http://mystarbucksidea.force.com/ideaview?id=087500000004FpGAAU,Regional Newspapers Sample,Merchandise+%26+Music,20,3/20/2008 12:20 PM)
(99385,Why not a flavored chapstick that tastes like some of our most popular drinks. For example mocha and caramel Frappuccino flavors. I think its something children and adults would enjoy! \n,Hope21\n,http://mystarbucksidea.force.com/ideaview?id=087500000004tVXAAY,FrappuccinoChapstick,Merchandise+%26+Music,10,7/1/2008 3:31 PM)
(99386,"It would be sweet to be able to purchase the Mugs 16, 18, 20 ounce from all the states, cities and other countries from the Starbucks site rather than having to go on eBay and take the risk.I got more than a few from eBay that were broken in transit  (?)  - funny though no stray pieces in the box!!Trying to get the mugs from Europe and Near East Asia from eBayers bump the prices up $20 + for the shipping. Yes I understand shipping overseas is expensive.People like the Starbucks Logo on everything and the mugs are collected by many. Think an area on the Starbucks site that sells the branded items would go well. \n",GR8Java\n,http://mystarbucksidea.force.com/ideaview?id=087500000004tf8AAA,Merchandise Starbucks vs. eBay,Merchandise+%26+Music,10,7/1/2008 9:12 PM)
(99387,"I just purchased a Starbucks Coffee Press for $39.95.  It's great except for one little thing - the glass container slips and slides - not too good when pouring hot coffee.Yes, there is a screw to tighten the metal housing to the glass - but it's already tight - and I don't want to break the glass - for that would defeat the purpose of the entire exercise of pouring coffee.IDEA:A vinyl band that would be fit between the metal and the glass.  Being vinyl it could stand up to washing, spilled coffee, etc.  You could make it your traditional green color - adding Starbucks branding to the look of the coffee press.That way, the glass won't slip, the glass won't break, the safety factor would go WAAAYYY up.  What's to loose? \n",Beebalm\n,http://mystarbucksidea.force.com/ideaview?id=087500000004turAAA,Coffee Press Insert,Merchandise+%26+Music,10,7/2/2008 11:23 AM)
(99388,"I love your music.  I love your mochas.  Can you sell them together as a \""special package deal\""?  I frequently see package deals that involve your merchandise but don't include your drinks.  Even if the savings is small, it'll make it easier for me to justify buying more CDs.Or, if you're trying to drive traffic to your website and reduce the waste of CDs, offer music downloads for purchase. \n",FN2388\n,http://mystarbucksidea.force.com/ideaview?id=087500000004tz8AAA,"Package deal, e.g., Music & Mocha",Merchandise+%26+Music,10,7/2/2008 1:51 PM)
(99389,"Have a rolling display where you list your coffees entitled \""Now Playing\"" - it would then display both the song and the CD that it is from.  There are many times when I hear a song and think, \""Wow thats great, I want that CD\"" but I do not want to look through the song lists of the CDs and the servers do not know which it is on. \n",RevJohn\n,http://mystarbucksidea.force.com/ideaview?id=087500000004tzrAAA,Music: Sell More CDs,Merchandise+%26+Music,30,7/2/2008 2:06 PM)
(101402,"We are the manufacturer of a patented insulated cup/glass wrap the fits tapered cups from 14oz to 32oz. These are adjustable. They work great for hot or cold beverages and can be customized with your logo. We recently supplied these to McDonald's for their promotion of their McCafe's. We have also supplied these for Conoco/Phillips 66 and Tyson foods for promotional items. They are an eco-friendly, reusable solution to protect your clients from the heat of their coffee as well as keeping their drinks hot or cold longer.\n",KoolKups\n,http://mystarbucksidea.force.com/ideaview?id=087500000005O8bAAE,Insulated Cup Wrap,Merchandise+%26+Music,0,5/20/2009 5:15 PM)
(101403,I would like to tap in to the sounds coming from my local starbucks online.\n,bdowning42\n,http://mystarbucksidea.force.com/ideaview?id=087500000005O90AAE,Music from my local starbucks,Merchandise+%26+Music,-20,5/20/2009 7:28 PM)
(101404,"I would like Starbucks to make different sized travel mugs and insulated cold drink tumblers. For ex. tall, grande or venti sized containers. I tend to prefer a tall size for most things and I think it would be more fun to personalize and order these online from Starbucks with different patterns, colors etc.\n",pakowki\n,http://mystarbucksidea.force.com/ideaview?id=087500000005OBaAAM,Different Sized Re-usable Travel Mugs/ Cold Beverage Tumblers,Merchandise+%26+Music,200,5/21/2009 10:15 AM)
(101405,"Book out new as popular view SOFTWARE LICENSING UNVEILED from Oxford University Press said by author Douglas Phillips as \""written at Starbucks\"".  Always computers at Starbucks with 'licensing' at bootup, and this could be the beginning of 'written at Starbucks'.  The best sellers this century brought in business to the cafe where the Harry Potter books were written. It's a practical place for writers to hang out and word process.\n",HERSCH\n,http://mystarbucksidea.force.com/ideaview?id=087500000005OIRAA2,"Feature books \""written at Starbucks\""",Merchandise+%26+Music,-50,5/22/2009 1:08 PM)
(101406,Driving around town I see many window stickers for Dutch Bros. but nothing for Starbucks. I'll bet Starbucks would be much more visible than anyone else on our nation's roadways. I know I would display one or more.\n,ThomasA\n,http://mystarbucksidea.force.com/ideaview?id=087500000005OSMAA2,Starbucks Stickers or Decals for Vehicles,Merchandise+%26+Music,40,5/26/2009 1:10 PM)
(103526,"I have been wanting a reuseable insulated cup and have not been able to find one. I was told to look on ebay by one of the employees at Starbucks. To my amazement these cups are on there for $30-$90 plus shipping per cup. I am willing to pay a normal price for a cup, but it is a shame that there are people hoarding them and making such a profit on them and making it near impossible for anyone else to get one. The employees at Starbucks that let people know they have them in so that their friend or family can purchase them all for resale is unfair to the rest of us. If Starbucks would make them more accessible maybe people would not purchase them for such an outrageous price. How about making them available to purchase on starbucks website?\n",JulesCoffee\n,http://mystarbucksidea.force.com/ideaview?id=08750000000GqhiAAC,Insulated Cold Cups,Merchandise+%26+Music,320,4/12/2010 10:32 AM)
(103527,Years ago Starbucks sold Stainless Wide bottom NO SPILL Mugs.\nIHave been noticing many people asking for them back and there has been No Response. You Also do not carry Thermos Bottle's any more. The nice LargeDouble walled Just like the Mug's. I have looked outside Starbucks for these Item's with out any Luck.\nMaybe your Merchandise People can locate and put these back in the Stores. Or maybe I am Just wasting my time.\n,Harley50th\n,http://mystarbucksidea.force.com/ideaview?id=08750000000Gq4lAAC,No Spill Wide Bottom Stainless Mugs,Merchandise+%26+Music,-40,4/2/2010 2:55 PM)
(103528,"Starbucks coffee (ground or whole bean) is currently sold in 1 lb. packages. Occasionally a theme of several bean roastings and/or flavors comes out, the current BOLD coffees promotion is an example. It would be nice to be able to purchase a \""multiple pack\"" containing a small package of each of the BOLD coffees, this would allow us to brew a pot or two of each at home and determine which we like the best.\nThank you. \n",SBXMAM\n,http://mystarbucksidea.force.com/ideaview?id=08750000000GqhxAAC,"Provide small \""sampling\"" size containers of coffee",Merchandise+%26+Music,10,4/12/2010 11:23 AM)
(103529,"Hi, my name is Meg Fielder i am a manger at a licensed store in Georgia. i had an idea that i think would sell in alot of market areas as well as among the partners of starbucks. i know there has been some question of retail aprons but what about aprons for babies and kids. we make small cups and toys from time to time so why not let the children play dress up in the brand. why not let barista jane's kids dress up like mommy when she goes to work, fireman joes kids can. just an idea. just for the record i would by one for my son...\n\n",megfielder\n,http://mystarbucksidea.force.com/ideaview?id=08750000000GqmiAAC,reteil aprons,Merchandise+%26+Music,-60,4/13/2010 5:42 AM)
(103530,How many times have you needed to buy a birthday card or an anniversary card or some other kind of card and you needed a Starbuck's coffee but you only have time for one stop? Oh - Starbuck's should sell greeting cards...what an excellent idea!\n,junecleaver\n,http://mystarbucksidea.force.com/ideaview?id=08750000000GqmnAAC,Birthday Cards for Sale,Merchandise+%26+Music,-180,4/13/2010 6:00 AM)
(103531,I wish that there would be more cups and accessories geared toward the teenage group. There is so much for young and older groups but not our teens.\n,DeltaDawn\n,http://mystarbucksidea.force.com/ideaview?id=08750000000GqnCAAS,Teen Gear.,Merchandise+%26+Music,-100,4/13/2010 6:50 AM)
(103532,"The music you have on now is really good, but I would like some variety. It'd be nice to hear something by Mariah, Whitney or just someone that type every once in a while\n",iFellytone\n,http://mystarbucksidea.force.com/ideaview?id=08750000000GqnlAAC,Ballads please?,Merchandise+%26+Music,-150,4/13/2010 7:59 AM)
(103533,"You offer a baseball cap but it is only in white, perhaps you could do them in Black and Green as well they are part of the Starbucks colors. Please. Thank you Starbucks :) Variety is the spice of life!\n",KelliJ\n,http://mystarbucksidea.force.com/ideaview?id=08750000000GqoAAAS,The hats,Merchandise+%26+Music,70,4/13/2010 10:04 AM)
(103534,"How many of those little \""Pick of the Week\"" cards end up in the trash everyday? One option would be to offer one free download for each coffee purchased with the Starbucks reloadable card. Since it's all electronic, less paper would be used, toxic inks wouldn't be introduced into the environment, less trees would be destroyed in order to produce them and the choice of music could be wider.\n",stiches61\n,http://mystarbucksidea.force.com/ideaview?id=08750000000GqprAAC,Going greener,Merchandise+%26+Music,-60,4/13/2010 1:14 PM)
(103535,"So, my idea is a baby-doll style white women's T-shirt, with the logo on the chest, and a \""The way I see it\"" on the back. Also, down one side of the shirt would be the check boxes you see on the paper cups (shots, milk, etc.)\nPretty cute, huh? Maybe it could come with a fabric marker for writing your favorite drink order on it, just like the cup.\n",ladysea44\n,http://mystarbucksidea.force.com/ideaview?id=08750000000GqqVAAS,Sweet as My Drink T-Shirt.,Merchandise+%26+Music,-110,4/13/2010 2:21 PM)
(103536,"Although others have suggested this idea, my suggestion is that Starbucks woulddonate a portion of the proceeds to a worthy cause. Maybe Starbucks could even offer engraving for an additional fee. Also, it would save time for the baristas if customers have one:) Thanks! Jeana C\n\n\n",jeanac08\n,http://mystarbucksidea.force.com/ideaview?id=08750000000GqquAAC,Reusable Cup Cuff/charity/engraving,Merchandise+%26+Music,-90,4/13/2010 2:58 PM)
(103537,I would love to have a dessert recipe book with coffee pairing suggestions.\n,rmhl\n,http://mystarbucksidea.force.com/ideaview?id=08750000000GqrTAAS,Dessert Recipe Book with Coffee Pairings,Merchandise+%26+Music,80,4/13/2010 4:27 PM)
(103538,"Someone in South America is enjoying a wonderful bronze, double walled tumbler which I stupidly forgot on a flight. It was the perfect size for traveling and kept drinks hot OR cold for 8 hours. I coud put ice in it from the hotel and drink while touring the rest of the day. I LOVE the bronze color. Please return this to your product line!\n",Bendite\n,http://mystarbucksidea.force.com/ideaview?id=08750000000GquDAAS,Please remake the bronze tumbler!,Merchandise+%26+Music,10,4/14/2010 8:44 AM)
(105427,Reduce cost on Standard Drinks by .75 cents and have it as OPTION adder instead.  I cannot tell you how many times my drink was wrong when I asked for NO WHIP and got Whipped Cream on  my drink.\nMake it easier on the people who prepare drink and  reduce cost for people who do not want the extra WHIPPED CREAM on their coffee drink.\n,MRJEFF\n,http://mystarbucksidea.force.com/ideaview?id=08750000000KBqeAAG,Eliminate Automatic Whipped Cream,Coffee+%26+Espresso+Drinks,-50,1/7/2015 4:54 AM)
(105428,"Doesn't Starbucks realize how much milk is being wasted when baristas make lattes for those who order cappuccinos? I can't tell you how many times they've had to remake. Now I can't get a decent cappuccino no matter HOW I order it...dry, semi dry, bone dry, etc. I'm so tired of arguing with baristas who've been making them since just last week and I've been drinking them for 15 plus years. This is the only drink I ever order so I think I know a Capp when I hold one. So, so tired of the go-around and being labeled a difficult customer just for wanting what you people started making so many years ago.\n",grandeskimcap\n,http://mystarbucksidea.force.com/ideaview?id=08750000000KCgaAAG,"Make a cappuccino a cappuccino, not a LATTE!",Coffee+%26+Espresso+Drinks,40,1/15/2015 1:14 PM)
(105429,Need to retrain your staff about the difference between Latte and Capuccino  now that you have the flat white I sm afraid no one will know the difference.  \n,denisehanna23\n,http://mystarbucksidea.force.com/ideaview?id=08750000000KBnVAAW,Latte and Capuccino or Flat White,Coffee+%26+Espresso+Drinks,-10,1/6/2015 5:28 PM)
(105430,I have had different ones but Starbucks coffee has that smokey smooth taste...the one I've had tastes almost like marshmallow toasted over a fire almost burnt( I luv burnt marshmallows!) but not super sweet...maybe use a Sumatra base...just a thought...with a little cream...yum! Here's hoping!\n\n,jacksnap\n,http://mystarbucksidea.force.com/ideaview?id=08750000000KBmcAAG,I would luv u too make a toasted marshmallow latte or coffee,Coffee+%26+Espresso+Drinks,0,1/6/2015 4:16 PM)
(105431,Have some of the most popular varieties available in decaf K cups.\n,SD128\n,http://mystarbucksidea.force.com/ideaview?id=08750000000KCCVAA4,Decaf K-cup,Coffee+%26+Espresso+Drinks,50,1/11/2015 6:52 AM)
(105432,Wish I could taste some of your drinks without having to purchase one first and finding out I don't like it..  There are some drinks I'd like to try but don't want to put the $4-$5.00 into it.\n,newcustomer22\n,http://mystarbucksidea.force.com/ideaview?id=08750000000KBhhAAG,Wish there was a way to do a tasting..,Coffee+%26+Espresso+Drinks,-40,1/5/2015 8:45 PM)
(107389,"First: the serving carafes are awful.  They do nothing but foam up the decaf coffee.  I very much dislike the foam and bubbles on the top of anything. Please figure out some other method of dispensing decaf coffee. \n\nSecond: these same carafes do not, I repeat with great conviction, do not keep the decaf coffee hot.  Invariably, across different stores and locations all over the U.S. (I travel by car quite a lot),  the decaf coffee is served lukewarm and foamy.  Personally, I do not find this enjoyable at all. Please work on some other method of serving decaf coffee.  At 8:30 a.m. this morning I received a barely room temperature, foamy topped grande cup of decaf.  Not good.\n\nThanks for listening\n",Mouse720\n,http://mystarbucksidea.force.com/ideaview?id=08750000000KGSmAAO,Decaf coffee,Coffee+%26+Espresso+Drinks,10,2/18/2015 12:09 PM)
(107390,"If I buy a Venti iced Chai Latte and request a few pumps of Pumpkin Sauce, a gold card member should not have to pay for the syrup or sauce.\n",VAMPESS7\n,http://mystarbucksidea.force.com/ideaview?id=08750000000JEWqAAO,Do not charge Gold Members for syrups,Coffee+%26+Espresso+Drinks,3000,11/20/2013 9:00 PM)
(107391,"The Flat white is'nt good.. its not made right at all.. and it doesnt even look like a flat white, and I'm pretty sure the bartistas dont know micro foam.. please train them to do it right, or dont have it on the menu.. and also, it taste burnt.. Ive tried this coffee at more than one starbucks and its nothing like a real flat white \n",Superchick21\n,http://mystarbucksidea.force.com/ideaview?id=08750000000KCcsAAG,Flat White Made Right,Coffee+%26+Espresso+Drinks,150,1/15/2015 2:55 AM)
